===============================================================================
= Module: UtilititesSLR   |   Example: TrackingSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        1328_cpf_240128_02901.sgf
= Object:      beaconc
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       100
= Min el:      15
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Trim at start: true
= Trim at end:   true
= Sun collision: true
= Sun at start:  false
= Sun at end:    false
= Sun deviation: true
= El deviation: true
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340;30717.600000;291.1879;11.9550;;;225.0000;70.0000
60340;30717.700000;291.1881;11.9633;;;225.0000;70.0000
60340;30717.800000;291.1883;11.9717;;;225.0000;70.0000
60340;30717.900000;291.1885;11.9800;;;225.0000;70.0000
60340;30718.000000;291.1888;11.9884;;;225.0000;70.0000
60340;30718.100000;291.1890;11.9968;;;225.0000;70.0000
60340;30718.200000;291.1892;12.0051;;;225.0000;70.0000
60340;30718.300000;291.1894;12.0135;;;225.0000;70.0000
60340;30718.400000;291.1897;12.0219;;;225.0000;70.0000
60340;30718.500000;291.1899;12.0303;;;225.0000;70.0000
60340;30718.600000;291.1901;12.0387;;;225.0000;70.0000
60340;30718.700000;291.1903;12.0471;;;225.0000;70.0000
60340;30718.800000;291.1906;12.0554;;;225.0000;70.0000
60340;30718.900000;291.1908;12.0638;;;225.0000;70.0000
60340;30719.000000;291.1910;12.0722;;;225.0000;70.0000
60340;30719.100000;291.1912;12.0806;;;225.0000;70.0000
60340;30719.200000;291.1915;12.0890;;;225.0000;70.0000
60340;30719.300000;291.1917;12.0974;;;225.0000;70.0000
60340;30719.400000;291.1919;12.1058;;;225.0000;70.0000
60340;30719.500000;291.1921;12.1142;;;225.0000;70.0000
60340;30719.600000;291.1924;12.1227;;;225.0000;70.0000
60340;30719.700000;291.1926;12.1311;;;225.0000;70.0000
60340;30719.800000;291.1928;12.1395;;;225.0000;70.0000
60340;30719.900000;291.1930;12.1479;;;225.0000;70.0000
60340;30720.000000;291.1933;12.1563;;;225.0000;70.0000
60340;30720.100000;291.1935;12.1648;;;225.0000;70.0000
60340;30720.200000;291.1937;12.1732;;;225.0000;70.0000
60340;30720.300000;291.1939;12.1816;;;225.0000;70.0000
60340;30720.400000;291.1942;12.1900;;;225.0000;70.0000
60340;30720.500000;291.1944;12.1985;;;225.0000;70.0000
60340;30720.600000;291.1946;12.2069;;;225.0000;70.0000
60340;30720.700000;291.1948;12.2154;;;225.0000;70.0000
60340;30720.800000;291.1951;12.2238;;;225.0000;70.0000
60340;30720.900000;291.1953;12.2323;;;225.0000;70.0000
60340;30721.000000;291.1955;12.2407;;;225.0000;70.0000
60340;30721.100000;291.1957;12.2492;;;225.0000;70.0000
60340;30721.200000;291.1960;12.2576;;;225.0000;70.0000
60340;30721.300000;291.1962;12.2661;;;225.0000;70.0000
60340;30721.400000;291.1964;12.2745;;;225.0000;70.0000
60340;30721.500000;291.1966;12.2830;;;225.0000;70.0000
60340;30721.600000;291.1969;12.2915;;;225.0000;70.0000
60340;30721.700000;291.1971;12.2999;;;225.0000;70.0000
60340;30721.800000;291.1973;12.3084;;;225.0000;70.0000
60340;30721.900000;291.1975;12.3169;;;225.0000;70.0000
60340;30722.000000;291.1977;12.3254;;;225.0000;70.0000
60340;30722.100000;291.1980;12.3339;;;225.0000;70.0000
60340;30722.200000;291.1982;12.3423;;;225.0000;70.0000
60340;30722.300000;291.1984;12.3508;;;225.0000;70.0000
60340;30722.400000;291.1986;12.3593;;;225.0000;70.0000
60340;30722.500000;291.1989;12.3678;;;225.0000;70.0000
60340;30722.600000;291.1991;12.3763;;;225.0000;70.0000
60340;30722.700000;291.1993;12.3848;;;225.0000;70.0000
60340;30722.800000;291.1995;12.3933;;;225.0000;70.0000
60340;30722.900000;291.1998;12.4018;;;225.0000;70.0000
60340;30723.000000;291.2000;12.4103;;;225.0000;70.0000
60340;30723.100000;291.2002;12.4188;;;225.0000;70.0000
60340;30723.200000;291.2004;12.4273;;;225.0000;70.0000
60340;30723.300000;291.2007;12.4359;;;225.0000;70.0000
60340;30723.400000;291.2009;12.4444;;;225.0000;70.0000
60340;30723.500000;291.2011;12.4529;;;225.0000;70.0000
60340;30723.600000;291.2013;12.4614;;;225.0000;70.0000
60340;30723.700000;291.2015;12.4700;;;225.0000;70.0000
60340;30723.800000;291.2018;12.4785;;;225.0000;70.0000
60340;30723.900000;291.2020;12.4870;;;225.0000;70.0000
60340;30724.000000;291.2022;12.4956;;;225.0000;70.0000
60340;30724.100000;291.2024;12.5041;;;225.0000;70.0000
60340;30724.200000;291.2027;12.5126;;;225.0000;70.0000
60340;30724.300000;291.2029;12.5212;;;225.0000;70.0000
60340;30724.400000;291.2031;12.5297;;;225.0000;70.0000
60340;30724.500000;291.2033;12.5383;;;225.0000;70.0000
60340;30724.600000;291.2036;12.5468;;;225.0000;70.0000
60340;30724.700000;291.2038;12.5554;;;225.0000;70.0000
60340;30724.800000;291.2040;12.5640;;;225.0000;70.0000
60340;30724.900000;291.2042;12.5725;;;225.0000;70.0000
60340;30725.000000;291.2044;12.5811;;;225.0000;70.0000
60340;30725.100000;291.2047;12.5896;;;225.0000;70.0000
60340;30725.200000;291.2049;12.5982;;;225.0000;70.0000
60340;30725.300000;291.2051;12.6068;;;225.0000;70.0000
60340;30725.400000;291.2053;12.6154;;;225.0000;70.0000
60340;30725.500000;291.2056;12.6240;;;225.0000;70.0000
60340;30725.600000;291.2058;12.6325;;;225.0000;70.0000
