241.807,27.2466
241.857,27.2928
241.908,27.339
241.958,27.3853
242.009,27.4316
242.06,27.4779
242.111,27.5243
242.162,27.5707
242.213,27.6171
242.264,27.6636
242.316,27.7101
242.367,27.7566
242.419,27.8032
242.471,27.8498
242.523,27.8964
242.575,27.9431
242.627,27.9898
242.679,28.0366
242.732,28.0834
242.784,28.1302
242.837,28.177
242.89,28.2239
242.943,28.2708
242.996,28.3177
243.049,28.3647
243.103,28.4117
243.156,28.4588
243.21,28.5059
243.264,28.553
243.318,28.6001
243.372,28.6473
243.426,28.6945
243.48,28.7418
243.535,28.789
243.589,28.8363
243.644,28.8837
243.699,28.931
243.754,28.9785
243.809,29.0259
243.864,29.0734
243.92,29.1209
243.976,29.1684
244.031,29.216
244.087,29.2636
244.143,29.3112
244.199,29.3588
244.256,29.4065
244.312,29.4542
244.369,29.502
244.426,29.5498
244.482,29.5976
244.54,29.6454
244.597,29.6933
244.654,29.7412
244.712,29.7891
244.769,29.8371
244.827,29.8851
244.885,29.9331
244.943,29.9812
245.001,30.0292
245.06,30.0774
245.118,30.1255
245.177,30.1737
245.236,30.2219
245.295,30.2701
245.354,30.3183
245.413,30.3666
245.473,30.4149
245.532,30.4633
245.592,30.5116
245.652,30.56
245.712,30.6085
245.772,30.6569
245.833,30.7054
245.893,30.7539
245.954,30.8024
246.015,30.851
246.076,30.8996
246.137,30.9482
246.198,30.9968
246.26,31.0455
246.322,31.0942
246.384,31.1429
246.446,31.1916
246.508,31.2404
246.57,31.2892
246.633,31.338
246.695,31.3868
246.758,31.4357
246.821,31.4846
246.884,31.5335
246.948,31.5824
247.011,31.6314
247.075,31.6804
247.139,31.7294
247.203,31.7784
247.267,31.8275
247.331,31.8765
247.396,31.9256
247.46,31.9748
247.525,32.0239
247.59,32.0731
247.655,32.1223
247.721,32.1715
247.786,32.2207
247.852,32.2699
247.918,32.3192
247.984,32.3685
248.05,32.4178
248.117,32.4671
248.183,32.5165
248.25,32.5659
248.317,32.6153
248.384,32.6647
248.452,32.7141
248.519,32.7635
248.587,32.813
248.655,32.8625
248.723,32.912
248.791,32.9615
248.86,33.0111
248.928,33.0606
248.997,33.1102
249.066,33.1598
249.135,33.2094
249.205,33.259
249.274,33.3086
249.344,33.3583
249.414,33.4079
249.484,33.4576
249.554,33.5073
249.625,33.557
249.695,33.6068
249.766,33.6565
249.837,33.7063
249.909,33.756
249.98,33.8058
250.052,33.8556
250.124,33.9054
250.196,33.9552
250.268,34.005
250.34,34.0549
250.413,34.1047
250.486,34.1546
250.559,34.2044
250.632,34.2543
250.705,34.3042
250.779,34.3541
250.853,34.404
250.927,34.4539
251.001,34.5039
251.076,34.5538
251.15,34.6038
251.225,34.6537
251.3,34.7037
251.375,34.7536
251.451,34.8036
251.527,34.8536
251.602,34.9036
251.679,34.9535
251.755,35.0035
251.831,35.0535
251.908,35.1035
251.985,35.1535
252.062,35.2036
252.139,35.2536
252.217,35.3036
252.295,35.3536
252.373,35.4036
252.451,35.4536
252.529,35.5037
252.608,35.5537
252.687,35.6037
252.766,35.6537
252.845,35.7038
252.925,35.7538
253.005,35.8038
253.084,35.8538
253.165,35.9039
253.245,35.9539
253.326,36.0039
253.406,36.0539
253.488,36.1039
253.569,36.1539
253.65,36.2039
253.732,36.2539
253.814,36.3039
253.896,36.3539
253.979,36.4038
254.061,36.4538
254.144,36.5038
254.227,36.5537
254.31,36.6037
254.394,36.6536
254.478,36.7036
254.562,36.7535
254.646,36.8034
254.731,36.8533
254.815,36.9032
254.9,36.9531
254.985,37.0029
255.071,37.0528
255.156,37.1026
255.242,37.1525
255.329,37.2023
255.415,37.2521
255.501,37.3019
255.588,37.3516
255.675,37.4014
255.763,37.4511
255.85,37.5009
255.938,37.5506
256.026,37.6003
256.114,37.6499
256.203,37.6996
256.292,37.7492
256.381,37.7988
256.47,37.8484
256.56,37.898
256.649,37.9475
256.739,37.9971
256.83,38.0466
256.92,38.096
257.011,38.1455
257.102,38.1949
257.193,38.2444
257.285,38.2937
257.377,38.3431
257.469,38.3924
257.561,38.4417
257.653,38.491
257.746,38.5403
257.839,38.5895
257.933,38.6387
258.026,38.6878
258.12,38.737
258.214,38.7861
258.308,38.8351
258.403,38.8842
258.498,38.9332
258.593,38.9821
258.688,39.0311
258.784,39.08
258.88,39.1288
258.976,39.1777
259.072,39.2264
259.169,39.2752
259.266,39.3239
259.363,39.3726
259.461,39.4212
259.558,39.4698
259.656,39.5184
259.755,39.5669
259.853,39.6154
259.952,39.6638
260.051,39.7122
260.151,39.7605
260.25,39.8088
260.35,39.8571
260.45,39.9053
260.551,39.9535
260.652,40.0016
260.753,40.0496
260.854,40.0977
260.955,40.1456
261.057,40.1935
261.159,40.2414
261.262,40.2892
261.364,40.337
261.467,40.3847
261.57,40.4323
261.674,40.4799
261.778,40.5275
261.882,40.575
261.986,40.6224
262.091,40.6698
262.196,40.7171
262.301,40.7644
262.406,40.8116
262.512,40.8587
262.618,40.9058
262.724,40.9528
262.831,40.9998
262.938,41.0466
263.045,41.0935
263.152,41.1402
263.26,41.1869
263.368,41.2336
263.476,41.2801
263.585,41.3266
263.694,41.373
263.803,41.4194
263.912,41.4657
264.022,41.5119
264.132,41.558
264.243,41.6041
264.353,41.6501
264.464,41.696
264.575,41.7419
264.687,41.7876
264.798,41.8333
264.911,41.8789
265.023,41.9245
265.136,41.9699
265.249,42.0153
265.362,42.0606
265.475,42.1058
265.589,42.1509
265.703,42.196
265.818,42.2409
265.932,42.2858
266.047,42.3306
266.163,42.3753
266.278,42.4199
