===============================================================================
= Module: UtilititesSLR   |   Example: TrackingSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        1328_cpf_240128_02901.sgf
= Object:      beaconc
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       100
= Min el:      15
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Trim at start: true
= Trim at end:   true
= Sun collision: true
= Sun at start:  false
= Sun at end:    true
= Sun deviation: false
= El deviation: false
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340;30713.900000;291.1795;11.6476;;;121.3785;10.7633
60340;30714.000000;291.1797;11.6559;;;121.3787;10.7636
60340;30714.100000;291.1799;11.6641;;;121.3790;10.7639
60340;30714.200000;291.1802;11.6724;;;121.3793;10.7642
60340;30714.300000;291.1804;11.6806;;;121.3796;10.7645
60340;30714.400000;291.1806;11.6889;;;121.3799;10.7648
60340;30714.500000;291.1808;11.6972;;;121.3801;10.7651
60340;30714.600000;291.1811;11.7055;;;121.3804;10.7653
60340;30714.700000;291.1813;11.7137;;;121.3807;10.7656
60340;30714.800000;291.1815;11.7220;;;121.3810;10.7659
60340;30714.900000;291.1818;11.7303;;;121.3813;10.7662
60340;30715.000000;291.1820;11.7386;;;121.3815;10.7665
60340;30715.100000;291.1822;11.7469;;;121.3818;10.7668
60340;30715.200000;291.1824;11.7552;;;121.3821;10.7671
60340;30715.300000;291.1827;11.7635;;;121.3824;10.7674
60340;30715.400000;291.1829;11.7718;;;121.3827;10.7676
60340;30715.500000;291.1831;11.7800;;;121.3829;10.7679
60340;30715.600000;291.1833;11.7884;;;121.3832;10.7682
60340;30715.700000;291.1836;11.7967;;;121.3835;10.7685
60340;30715.800000;291.1838;11.8050;;;121.3838;10.7688
60340;30715.900000;291.1840;11.8133;;;121.3841;10.7691
60340;30716.000000;291.1842;11.8216;;;121.3844;10.7694
60340;30716.100000;291.1845;11.8299;;;121.3846;10.7696
60340;30716.200000;291.1847;11.8382;;;121.3849;10.7699
60340;30716.300000;291.1849;11.8465;;;121.3852;10.7702
60340;30716.400000;291.1851;11.8549;;;121.3855;10.7705
60340;30716.500000;291.1854;11.8632;;;121.3858;10.7708
60340;30716.600000;291.1856;11.8715;;;121.3860;10.7711
60340;30716.700000;291.1858;11.8798;;;121.3863;10.7714
60340;30716.800000;291.1861;11.8882;;;121.3866;10.7716
60340;30716.900000;291.1863;11.8965;;;121.3869;10.7719
60340;30717.000000;291.1865;11.9049;;;121.3872;10.7722
60340;30717.100000;291.1867;11.9132;;;121.3874;10.7725
60340;30717.200000;291.1870;11.9215;;;121.3877;10.7728
60340;30717.300000;291.1872;11.9299;;;121.3880;10.7731
60340;30717.400000;291.1874;11.9382;;;121.3883;10.7734
60340;30717.500000;291.1876;11.9466;;;121.3886;10.7736
60340;30717.600000;291.1879;11.9550;;;121.3888;10.7739
60340;30717.700000;291.1881;11.9633;;;121.3891;10.7742
60340;30717.800000;291.1883;11.9717;;;121.3894;10.7745
60340;30717.900000;291.1885;11.9800;;;121.3897;10.7748
60340;30718.000000;291.1888;11.9884;;;121.3900;10.7751
60340;30718.100000;291.1890;11.9968;;;121.3902;10.7754
60340;30718.200000;291.1892;12.0051;;;121.3905;10.7757
60340;30718.300000;291.1894;12.0135;;;121.3908;10.7759
60340;30718.400000;291.1897;12.0219;;;121.3911;10.7762
60340;30718.500000;291.1899;12.0303;;;121.3914;10.7765
60340;30718.600000;291.1901;12.0387;;;121.3916;10.7768
60340;30718.700000;291.1903;12.0471;;;121.3919;10.7771
60340;30718.800000;291.1906;12.0554;;;121.3922;10.7774
60340;30718.900000;291.1908;12.0638;;;121.3925;10.7777
60340;30719.000000;291.1910;12.0722;;;121.3928;10.7779
60340;30719.100000;291.1912;12.0806;;;121.3930;10.7782
60340;30719.200000;291.1915;12.0890;;;121.3933;10.7785
60340;30719.300000;291.1917;12.0974;;;121.3936;10.7788
60340;30719.400000;291.1919;12.1058;;;121.3939;10.7791
60340;30719.500000;291.1921;12.1142;;;121.3942;10.7794
60340;30719.600000;291.1924;12.1227;;;121.3945;10.7797
60340;30719.700000;291.1926;12.1311;;;121.3947;10.7799
60340;30719.800000;291.1928;12.1395;;;121.3950;10.7802
60340;30719.900000;291.1930;12.1479;;;121.3953;10.7805
60340;30720.000000;291.1933;12.1563;;;121.3956;10.7808
60340;30720.100000;291.1935;12.1648;;;121.3959;10.7811
60340;30720.200000;291.1937;12.1732;;;121.3961;10.7814
60340;30720.300000;291.1939;12.1816;;;121.3964;10.7817
60340;30720.400000;291.1942;12.1900;;;121.3967;10.7819
60340;30720.500000;291.1944;12.1985;;;121.3970;10.7822
60340;30720.600000;291.1946;12.2069;;;121.3973;10.7825
60340;30720.700000;291.1948;12.2154;;;121.3975;10.7828
60340;30720.800000;291.1951;12.2238;;;121.3978;10.7831
60340;30720.900000;291.1953;12.2323;;;121.3981;10.7834
60340;30721.000000;291.1955;12.2407;;;121.3984;10.7837
60340;30721.100000;291.1957;12.2492;;;121.3987;10.7840
60340;30721.200000;291.1960;12.2576;;;121.3989;10.7842
60340;30721.300000;291.1962;12.2661;;;121.3992;10.7845
60340;30721.400000;291.1964;12.2745;;;121.3995;10.7848
60340;30721.500000;291.1966;12.2830;;;121.3998;10.7851
60340;30721.600000;291.1969;12.2915;;;121.4001;10.7854
60340;30721.700000;291.1971;12.2999;;;121.4003;10.7857
60340;30721.800000;291.1973;12.3084;;;121.4006;10.7860
60340;30721.900000;291.1975;12.3169;;;121.4009;10.7862
60340;30722.000000;291.1977;12.3254;;;121.4012;10.7865
60340;30722.100000;291.1980;12.3339;;;121.4015;10.7868
60340;30722.200000;291.1982;12.3423;;;121.4017;10.7871
60340;30722.300000;291.1984;12.3508;;;121.4020;10.7874
60340;30722.400000;291.1986;12.3593;;;121.4023;10.7877
60340;30722.500000;291.1989;12.3678;;;121.4026;10.7880
60340;30722.600000;291.1991;12.3763;;;121.4029;10.7882
60340;30722.700000;291.1993;12.3848;;;121.4032;10.7885
60340;30722.800000;291.1995;12.3933;;;121.4034;10.7888
60340;30722.900000;291.1998;12.4018;;;121.4037;10.7891
60340;30723.000000;291.2000;12.4103;;;121.4040;10.7894
60340;30723.100000;291.2002;12.4188;;;121.4043;10.7897
60340;30723.200000;291.2004;12.4273;;;121.4046;10.7900
60340;30723.300000;291.2007;12.4359;;;121.4048;10.7902
60340;30723.400000;291.2009;12.4444;;;121.4051;10.7905
60340;30723.500000;291.2011;12.4529;;;121.4054;10.7908
60340;30723.600000;291.2013;12.4614;;;121.4057;10.7911
60340;30723.700000;291.2015;12.4700;;;121.4060;10.7914
60340;30723.800000;291.2018;12.4785;;;121.4062;10.7917
60340;30723.900000;291.2020;12.4870;;;121.4065;10.7920
60340;30724.000000;291.2022;12.4956;;;121.4068;10.7923
60340;30724.100000;291.2024;12.5041;;;121.4071;10.7925
