===============================================================================
= Module: UtilititesSLR   |   Example: TrackingSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        38077_cpf_240128_02901.sgf
= Object:      lares
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       1000
= Min el:      8
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Sun collision: true
= Sun at start:  true
= Sun at end:    false
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340;56881.000000;235.1121;20.3322;;;228.4123;19.9506
60340;56882.000000;235.1818;20.4128;;;228.4156;19.9481
60340;56883.000000;235.2518;20.4935;;;228.4189;19.9456
60340;56884.000000;235.3222;20.5743;;;228.4222;19.9431
60340;56885.000000;235.3928;20.6553;;;228.4254;19.9405
60340;56886.000000;235.4637;20.7364;;;228.4287;19.9380
60340;56887.000000;235.5349;20.8176;;;228.4320;19.9355
60340;56888.000000;235.6065;20.8991;;;228.4353;19.9330
60340;56889.000000;235.6783;20.9806;;;228.4386;19.9305
60340;56890.000000;235.7505;21.0623;;;228.4419;19.9280
60340;56891.000000;235.8229;21.1442;;;228.4451;19.9255
60340;56892.000000;235.8957;21.2262;;;228.4484;19.9230
60340;56893.000000;235.9688;21.3084;;;228.4517;19.9205
60340;56894.000000;236.0422;21.3907;;;228.4550;19.9180
60340;56895.000000;236.1160;21.4731;;;228.4583;19.9155
60340;56896.000000;236.1900;21.5557;;;228.4616;19.9130
60340;56897.000000;236.2644;21.6385;;;228.4649;19.9105
60340;56898.000000;236.3391;21.7214;;;228.4681;19.9080
60340;56899.000000;236.4142;21.8044;;;228.4714;19.9055
60340;56900.000000;236.4895;21.8876;;;228.4747;19.9030
60340;56901.000000;236.5652;21.9710;;;228.4780;19.9005
60340;56902.000000;236.6413;22.0545;;;228.4813;19.8980
60340;56903.000000;236.7177;22.1381;;;228.4845;19.8955
60340;56904.000000;236.7944;22.2219;;;228.4878;19.8929
60340;56905.000000;236.8714;22.3059;;;228.4911;19.8904
60340;56906.000000;236.9488;22.3900;;;228.4944;19.8879
60340;56907.000000;237.0266;22.4742;;;228.4977;19.8854
60340;56908.000000;237.1047;22.5586;;;228.5010;19.8829
60340;56909.000000;237.1831;22.6432;;;228.5042;19.8804
60340;56910.000000;237.2619;22.7279;;;228.5075;19.8779
60340;56911.000000;237.3411;22.8127;;;228.5108;19.8754
60340;56912.000000;237.4206;22.8978;;;228.5141;19.8729
60340;56913.000000;237.5005;22.9829;;;228.5174;19.8704
60340;56914.000000;237.5807;23.0682;;;228.5206;19.8679
60340;56915.000000;237.6613;23.1537;;;228.5239;19.8654
60340;56916.000000;237.7423;23.2393;;;228.5272;19.8629
60340;56917.000000;237.8236;23.3250;;;228.5305;19.8604
60340;56918.000000;237.9053;23.4110;;;228.5338;19.8578
60340;56919.000000;237.9874;23.4970;;;228.5370;19.8553
60340;56920.000000;238.0698;23.5832;;;228.5403;19.8528
60340;56921.000000;238.1527;23.6696;;;228.5436;19.8503
60340;56922.000000;238.2359;23.7561;;;228.5469;19.8478
60340;56923.000000;238.3195;23.8428;;;228.5502;19.8453
60340;56924.000000;238.4035;23.9296;;;228.5534;19.8428
60340;56925.000000;238.4878;24.0166;;;228.5567;19.8403
60340;56926.000000;238.5726;24.1037;;;228.5600;19.8378
60340;56927.000000;238.6578;24.1909;;;228.5633;19.8353
60340;56928.000000;238.7433;24.2784;;;228.5665;19.8328
60340;56929.000000;238.8293;24.3659;;;228.5698;19.8302
60340;56930.000000;238.9156;24.4537;;;228.5731;19.8277
60340;56931.000000;239.0024;24.5415;;;228.5764;19.8252
60340;56932.000000;239.0895;24.6296;;;228.5797;19.8227
60340;56933.000000;239.1771;24.7177;;;228.5829;19.8202
60340;56934.000000;239.2651;24.8060;;;228.5862;19.8177
60340;56935.000000;239.3535;24.8945;;;228.5895;19.8152
60340;56936.000000;239.4423;24.9831;;;228.5928;19.8127
60340;56937.000000;239.5316;25.0719;;;228.5960;19.8102
60340;56938.000000;239.6212;25.1608;;;228.5993;19.8077
60340;56939.000000;239.7113;25.2499;;;228.6026;19.8051
60340;56940.000000;239.8018;25.3391;;;228.6059;19.8026
60340;56941.000000;239.8928;25.4285;;;228.6091;19.8001
60340;56942.000000;239.9842;25.5180;;;228.6124;19.7976
60340;56943.000000;240.0760;25.6077;;;228.6157;19.7951
60340;56944.000000;240.1683;25.6975;;;228.6190;19.7926
60340;56945.000000;240.2610;25.7874;;;228.6222;19.7901
60340;56946.000000;240.3541;25.8775;240.3541;25.8775;228.6255;19.7876
60340;56947.000000;240.4477;25.9678;240.4477;25.9678;228.6288;19.7851
60340;56948.000000;240.5418;26.0582;240.5418;26.0582;228.6321;19.7825
60340;56949.000000;240.6363;26.1487;240.6363;26.1487;228.6353;19.7800
60340;56950.000000;240.7312;26.2394;240.7312;26.2394;228.6386;19.7775
60340;56951.000000;240.8267;26.3303;240.8267;26.3303;228.6419;19.7750
60340;56952.000000;240.9225;26.4212;240.9225;26.4212;228.6452;19.7725
60340;56953.000000;241.0189;26.5124;241.0189;26.5124;228.6484;19.7700
60340;56954.000000;241.1157;26.6036;241.1157;26.6036;228.6517;19.7675
60340;56955.000000;241.2130;26.6951;241.2130;26.6951;228.6550;19.7650
60340;56956.000000;241.3108;26.7866;241.3108;26.7866;228.6583;19.7624
60340;56957.000000;241.4091;26.8783;241.4091;26.8783;228.6615;19.7599
60340;56958.000000;241.5078;26.9702;241.5078;26.9702;228.6648;19.7574
60340;56959.000000;241.6070;27.0622;241.6070;27.0622;228.6681;19.7549
60340;56960.000000;241.7068;27.1543;241.7068;27.1543;228.6714;19.7524
60340;56961.000000;241.8070;27.2466;241.8070;27.2466;228.6746;19.7499
60340;56962.000000;241.9077;27.3390;241.9077;27.3390;228.6779;19.7474
60340;56963.000000;242.0089;27.4315;242.0089;27.4315;228.6812;19.7448
60340;56964.000000;242.1106;27.5242;242.1106;27.5242;228.6844;19.7423
60340;56965.000000;242.2128;27.6171;242.2128;27.6171;228.6877;19.7398
60340;56966.000000;242.3155;27.7100;242.3155;27.7100;228.6910;19.7373
